stop_id,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
ambushed.weekend.plotted,Butikiro Rd (Mengo),,0.30742,32.56589,,,
racked.investor.rejoined,Kisenyi Taxi Park (Kafumbe Mukasa Rd),,0.31122,32.57191,,,
curiosity.adventure.nurture,Watoto Church - Kpc (Kampala Rd),,0.319416666666667,32.5741483333333,,,
prancing.ruins.renews,Kobil (Kisenyi - Mwanga Ii Rd),,0.30992,32.56921,,,
flow.wheat.workbench,Dahabismil Forex Bureau (Kisenyi),,0.3094,32.57104,,,
orchids.cheetahs.safely,Esom School of Music,,0.31301,32.56848,,,
grumble.segmented.reporters,Rubaga Rd - Hoima Rd Jct,,0.31179,32.56589,,,
progress.sues.wades,Twed Plaza,,0.32179,32.57655,,,
dorm.handicaps.crackling,French Embassy,,0.31966,32.57737,,,
coping.contour.farmland,Shell Capotal,,0.31584,32.57706,,,
thighs.refrain.explained,Arua Taxi Park,,0.31637,32.57484,,,
confusion.muddy.stammer,Ian Road,,0.40973,32.572,,,
grudging.sunflower.pockets,Wood Center Limited,,0.40559,32.57273,,,
speaks.initiates.gullible,Youma Buildin (Kampala Rd),,0.31659,32.57633,,,
necklaces.moguls.cuff,Kobil (Bombo Rd) - Gathani House,,0.32212,32.57402,,,
skies.outraged.fooling,Youma Buildin (Kampala Rd),,0.3165,32.57623,,,
ladder.corrupted.sheep,Fido Dido (Kampala Rd),,0.31793,32.57488,,,
spoiled.warm.imply,Commercial Court Building,,0.31905,32.57622,,,
decrease.ringside.dices,Watoto Church (Buganda Rd),,0.31862,32.5754,,,
lousy.handle.strays,City Square - Central Police Station,,0.31552,32.5784,,,
pranced.pounces.windmill,Fido Dido (Kampala Rd),,0.31801,32.57498,,,
valve.mush.torch,Ministry of Gender; Labour And Social Sciences,,0.31617,32.57887,,,
figure.snaps.cashiers,Watoto Stage,,0.31883,32.5741,,,
searching.bike.most,National Water & Sewerage Corporation,,0.40206,32.57207,,,
nesting.primary.clutches,Wakiso - Kampala Northen border,,0.40086,32.57196,,,
suspended.lighters.messy,Nakumatt Katwe - Muganzirwaza Plaza,,0.29494,32.57296,,,
light.yell.songbirds,Sir Petroleum Mpererwe,,0.38912,32.57574,,,
skins.stood.planting,Busega Community Primary School,,0.31276,32.53285,,,
lined.kidney.timing,Brain Buttons Grammar School,,0.31232,32.53442,,,
obliging.terminology.thrashed,WAM Shopping Center,,0.39488,32.57534,,,
myths.stripped.ranches,Salaam Mosque,,0.39869,32.5721,,,
eclectic.lingo.approbation,Kasangati Matugga Rd - Kiti Rd,,0.46387,32.55447,,,
removals.oath.octagon,Timor Shopping Centre,,0.4526,32.57191,,,
radar.stopwatch.crackling,Night Star Parking,,0.41753,32.56633,,,
condense.imitate.case,Kitezi Town,,0.41743,32.57074,,,
flute.factored.peach,St Stephen Church,,0.39153,32.57547,,,
aged.attaching.braked,Asiyah Primary School,,0.39289,32.57559,,,
lookout.buggy.lance,Agaba Hardware,,0.4159,32.57097,,,
montage.roadways.friends,Maria Assumpta Primary School,,0.41808,32.56167,,,
processes.burglars.diplomats,Irish Embassy,,0.32755,32.58392,,,
scatters.pleaser.hacking,New Taxi Park,,0.31493,32.57308,,,
blues.angel.fewer,Kysenyi Bus Terminal (Kafumbe Mukasa Rd),,0.31225,32.57303,,,
undercuts.twit.wooden,City Oil (Martin Rd),,0.31519,32.5708,,,
still.member.constants,Qualicell Bus Terminal - Nakivubo,,0.31305,32.57444,,,
remark.pouting.roadshow,Citizen,,0.31313,32.57004,,,
defensive.impact.skimmers,Horizon Bus Terminal,,0.31327,32.5707,,,
eagle.hack.risky,Uganda Golf Court,,0.32494,32.58585,,,
loving.improve.yacht,New Taxi Park - Kk Trust Hotel,,0.31326,32.57257,,,
improving.enhancement.stall,Shree Gopal Limited (Martin Rd),,0.31401,32.57206,,,
scale.surnames.means,Namirembe Guest House,,0.31466,32.57168,,,
elections.kindness.allergy,Namavundu Road,,0.42757,32.61865,,,
petition.taxi.seatbelt,Quality Supermarket,,0.31629,32.57034,,,
deeds.shuts.families,Chairman's House,,0.31645,32.56944,,,
kickers.plodded.keyboards,Aga Khan Mosque,,0.31443,32.57139,,,
silver.cyclones.idea,Primera Hotel,,0.31328,32.57176,,,
scribble.lasted.punt,Kalerwe Taxi Park Roundabout,,0.35224,32.57186,,,
amounting.kicks.ladder,Kalerwe Taxi Park Roundabout,,0.35288,32.57104,,,
refills.handicaps.eyelash,Kalerwe Taxi Park Roundabout,,0.35273,32.57091,,,
grab.quoted.circle,Welfa Petroleum (Kyebando),,0.35413,32.5724,,,
kite.prank.operating,Mambule,,0.35366,32.57232,,,
beak.surprises.lotteries,Nsooba Kyebando Rd Overpass,,0.3506,32.5796,,,
elated.funky.hormones,Maama Day Care Centre,,0.34883,32.5789,,,
beans.bridges.ignore,Uganda Microcredit,,0.34263,32.57148,,,
registry.contents.gullible,Shell - Boda Boda (Kalerwe),,0.34775,32.57088,,,
wove.samplers.averages,Kalerwe Market-trading Centre,,0.34976,32.571,,,
hero.cabbages.fooling,Kalerwe Market-trading Centre,,0.34965,32.57103,,,
drivers.ponies.commended,New Taxi Park - Blue Room,,0.31323,32.57316,,,
dugouts.divider.excellent,Shell - Boda Boda (Kalerwe),,0.34774,32.57095,,,
finer.grabs.public,Total (Kalerwe),,0.34379,32.57135,,,
small.duplicate.declines,Uganda Microcredit,,0.34261,32.57156,,,
hopefully.shorten.mend,Kubiri Roundabout (Wandegeya),,0.34111,32.57166,,,
gladiators.informal.regulates,Kubiri Roundabout (Wandegeya),,0.3412,32.57172,,,
slowly.pacifist.lipstick,Mulago Taxi Park,,0.34085,32.57452,,,
guard.newlywed.polo,Binaisa Rd,,0.33966,32.57286,,,
segments.himself.violinist,Mulago Roundabout,,0.33893,32.57406,,,
reckon.fairy.cocoons,Shell ( Kubiri - Bombo Rd),,0.33834,32.57201,,,
noun.market.articulated,Hass Petro Station (Kubiri Roundabout),,0.34039,32.57175,,,
foresight.late.reaction,Binaisa Rd,,0.3399,32.57265,,,
dislikes.tinkle.slides,Makerere University (Eastern Gate) - Super Oil (Bombo Rd),,0.33531,32.57271,,,
enable.commoners.struts,Jb Super Amrket (Nkiizi Rd),,0.33243,32.57453,,,
spelled.erupt.deaf,Wandegeya Fuel Station (Bombo Rd),,0.33366,32.57327,,,
universe.brave.offerings,Wandegeya Car,,0.33241,32.5737,,,
airbase.campsites.tramps,Wandegeya University Plaza (Bombo Rd),,0.33459,32.57293,,,
paler.brave.tonal,Katanga - Maimood Hostel,,0.33612,32.5731,,,
grips.ditching.guitars,Zulu Enterprises (Wandegeya),,0.33396,32.57403,,,
recur.tested.cloak,Supermarket (Nikinzi Rd),,0.33325,32.57427,,,
splinters.mixers.novelist,Nkinzi Rd,,0.335,32.57368,,,
unfit.cheese.pill,Mini Price (Ben Kiwanuka Rd),,0.31359,32.57575,,,
hairstyle.handle.combos,City Square,,0.31488,32.57802,,,
sagging.acrobatic.influencing,Shell Capotal,,0.3158,32.57692,,,
human.documents.rabble,Prime Complex ( Wilson Rd),,0.31485,32.5768,,,
lingering.thinks.comic,Busega (Northern Bypass),,0.3511,32.58796,,,
remove.wove.hesitate,Busega (Northern Bypass),,0.35067,32.58821,,,
petrified.rinsed.gazes,Pioneer Mall,,0.31398,32.57799,,,
dandelions.gentlemen.tailwind,Burton - William Roundabout,,0.3135,32.57798,,,
survivor.revamping.proves,Kobil Kasubi,,0.33176,32.55672,,,
sympathy.poetry.positives,Uap Insurance,,0.3274,32.55762,,,
coping.jacuzzi.solicitor,Northern Bypass - River,,0.31532,32.51851,,,
squeaking.enthused.couriers,Northern Bypass - Green Belt,,0.3229,32.52285,,,
clearing.rushed.adventure,City Square,,0.31484,32.57788,,,
disgraced.radically.undercuts,William Street,,0.314,32.57682,,,
cabs.juicy.birthing,Kobil Kasubi,,0.33242,32.55588,,,
asserts.educated.provoking,Kobil Kasubi,,0.3323,32.5564,,,
afterglow.hazel.changed,Trevor Olimpia Studios,,0.340463509322959,32.5340722118001,,,
wording.sues.lashed,Namungoona,,0.34595063508355,32.5452558052727,,,
raven.boom.shredding,Hotel Petter,,0.0757205572336027,32.4512351630741,,,
blocks.diplomat.factoring,Grand Pharmacy Entebbe,,0.0698785403093816,32.4527423777107,,,
resolved.robes.stags,Noor Mosque Lugonjo,,0.065355,32.4543766666667,,,
jetted.ooze.human,Kitoro Taxi Park,,0.05701,32.4609966666667,,,
jokers.thundered.dusty,Kazinga Rd,,0.4337,32.6081,,,
insurance.towers.crab,Miracle Christian Fellowship Ministries,,0.443085487289456,32.5856498511028,,,
revolves.dodge.grandiosity,Kirwanira Zion Medical Centre,,0.464608333333333,32.5427533333333,,,
tangent.rift.limes,Nakiwogo Entebbe,,0.07988,32.45032,,,
fallen.risks.wasps,Masanafu,,0.332962132048185,32.5273802132981,,,
loosens.protected.smiling,Namungoona,,0.346068333333333,32.5452333333333,,,
sponsors.trombone.drums,Nakibinge Rd Entrance - Nothern Bypass,,0.343921666666667,32.53851,,,
repeating.fools.packet,Masanafu,,0.332610451227256,32.5278402256136,,,
dish.attracts.collision,Bweyogerere Stage,,0.352866666666667,32.57297,,,
beep.latched.sharpen,Holyword Healing Ministries,,0.351621666666667,32.57744,,,
staining.reserving.clasps,Namungoona,,0.345643333333333,32.5446683333333,,,
mull.daydream.dean,Kawaala Rd - Northen Bypass Highway,,0.347075,32.553195,,,
shun.eyepieces.conveying,Kirombe Super Grocery Shop,,0.290387103169274,32.5963050900121,,,
thousands.mouth.candidate,Mwala Kirombe,,0.288580000000024,32.5964500000001,,,
parsnip.improve.headless,Nanganda Lukuli,,0.279855,32.598328,,,
syndicate.dubbing.notch,Bunamwaya,,0.265332937765098,32.5461030885196,,,
rationed.fury.motivations,Kitebi SS,,0.281779561935773,32.5471890510851,,,
shimmered.resettle.bleaker,Kitebi Bright Property Consultants,,0.277894153310903,32.5469833706051,,,
unheated.bloom.work,Kitebi Nursery School,,0.275910000000067,32.54693,,,
lies.mailers.tight,Mother Care Nursery School,,0.267592251451898,32.546402672875,,,
topping.will.relatives,Covenant Life Church,,0.271120000000053,32.5465800000001,,,
faced.trickles.sparrows,Santon City Guest House,,0.269610000000057,32.54655,,,
richest.reserve.dupe,Kampala University,,0.280757,32.54042,,,
openly.womanly.passports,Mutundwe (Wabiyinja),,0.29447,32.5279666666667,,,
widely.beast.applied,St Yowana Maria Church,,0.39600727346939,32.6820174857143,,,
downward.imply.toolbar,Silcon Oil SSonde Service Station,,0.397582490016091,32.6737005862997,,,
pickup.hazelnuts.daydream,Total Ssonde Service Station,,0.395222433634074,32.6851371494843,,,
resurgent.payer.tabloid,Wealz Supermarket,,0.39448,32.68919,,,
prepares.depend.chariots,LA Top Shopping Point,,0.396044210052952,32.6972656903803,,,
alongside.yappy.retaliate,Misindye Ssonde,,0.396405,32.701115,,,
flush.motivate.husbands,Romu Gardens,,0.400039842701825,32.635686028445,,,
nibbles.endlessly.staging,Mamusha Supermarket,,0.40197,32.63308,,,
caring.curated.seabirds,Green Hill Academy Buwaate,,0.408998333333333,32.629365,,,
words.mothering.dine,Oak Christian School,,0.42045,32.623575,,,
steamed.pedicure.crypt,Kiryagonja General Store,,0.447861455461966,32.5104376802765,,,
profile.compiler.joystick,Good Life Hotel,,0.406606666666667,32.4913516666667,,,
